shop_id,category_id,longitude,latitude,price,mall_id
s_388626,c_24,121.963475,31.654002,52,m_1293
s_388651,c_53,121.963439,31.653638,52,m_1293
s_388662,c_49,116.443738,29.22859,64,m_8093
s_388667,c_50,122.255846,31.350991,52,m_3005
s_388676,c_29,121.449834,31.62992,60,m_979
s_388724,c_26,121.963584,31.654126,52,m_1293
s_388736,c_28,121.963439,31.653643,52,m_1293
s_388753,c_26,121.963437,31.653807,52,m_1293
s_388754,c_26,121.963429,31.653724,52,m_1293
s_388893,c_28,121.963414,31.653685,52,m_1293
s_388904,c_38,121.963425,31.653615,52,m_1293
s_388905,c_13,121.963422,31.653609,52,m_1293
s_388932,c_34,122.271965,37.980462,38,m_1950
s_388939,c_42,121.963416,31.653706,52,m_1293
s_388962,c_30,114.831985,31.234235,53,m_4094
s_389138,c_34,122.140671,39.819065,38,m_3916
s_389264,c_38,121.963427,31.653878,52,m_1293
s_389311,c_50,116.088916,28.773101,44,m_4572
s_389350,c_28,121.96346,31.653939,52,m_1293
s_389387,c_53,121.963407,31.653706,52,m_1293
s_389402,c_28,121.963801,31.654179,52,m_1293
s_389403,c_42,121.963448,31.653862,52,m_1293
s_389470,c_29,121.531715,38.216407,57,m_1263
s_389522,c_43,119.630008,26.744936,63,m_5076
s_389529,c_29,112.490898,41.792422,57,m_6167
s_389547,c_51,121.962119,31.651626,58,m_1293
s_389555,c_29,104.440478,31.362173,57,m_3019
s_389561,c_29,114.830076,31.231597,50,m_4094
s_389586,c_38,120.926372,32.149377,34,m_4187
s_389634,c_29,121.493965,32.081788,50,m_2715
s_389668,c_33,120.926239,32.149363,59,m_4187
s_389700,c_27,117.452009,39.588632,47,m_623
s_389749,c_29,121.729902,32.604381,57,m_4759
s_389825,c_53,122.346796,31.833684,58,m_690
s_389843,c_43,121.007657,32.322825,63,m_5825
s_389857,c_51,122.593822,31.582234,58,m_3839
s_389866,c_29,116.089988,39.208877,57,m_968
s_389944,c_1,120.494751,36.455051,59,m_2333
s_389945,c_11,115.088846,30.690911,62,m_3739
s_389965,c_29,121.110679,31.974294,50,m_5767
s_390008,c_29,120.493859,36.453389,57,m_2333
s_390053,c_11,121.365754,32.316323,62,m_4422
s_390078,c_38,120.695296,31.954691,36,m_622
s_390106,c_29,122.178352,38.428194,57,m_8379
s_390115,c_47,106.962721,29.796969,59,m_2224
s_390117,c_49,121.007478,32.322935,64,m_5825
s_390156,c_22,116.864104,40.327557,66,m_7168
s_390163,c_11,114.832188,31.234476,63,m_4094
s_390202,c_36,114.830895,31.233897,44,m_4094
s_390231,c_19,121.006733,32.32314,56,m_5825
s_390302,c_38,122.346275,31.834634,51,m_690
s_390334,c_49,113.563953,23.158397,63,m_909
s_390418,c_42,121.006928,32.322833,62,m_5825
s_390493,c_30,118.190726,32.855606,50,m_5085
s_390525,c_30,117.706266,36.830773,50,m_8344
s_390636,c_28,120.80766,31.432408,45,m_3528
s_390659,c_30,114.000595,34.889681,50,m_2267
s_390713,c_15,121.956167,39.588828,56,m_4543
s_390850,c_17,121.325509,31.776302,66,m_4011
s_390874,c_50,114.437082,23.559356,64,m_4459
s_390964,c_1,118.048497,31.892275,61,m_615
s_390973,c_39,109.092627,34.396305,60,m_2467
s_390986,c_11,120.92662,32.149093,66,m_4187
s_391018,c_38,114.639573,35.553649,44,m_3054
s_391072,c_7,113.7894,23.832306,60,m_1831
s_391136,c_17,120.353119,32.35142,70,m_4923
s_391154,c_13,115.09193,38.930956,58,m_6337
s_391252,c_50,113.563748,23.157873,58,m_909
s_391258,c_38,113.819504,34.949885,48,m_2270
s_391280,c_38,114.000595,34.889784,48,m_2267
s_391295,c_38,114.639722,35.553033,48,m_3054
s_391388,c_5,118.729649,32.450813,62,m_822
s_391446,c_6,121.312154,31.918761,60,m_1375
s_391497,c_53,120.69447,31.953914,60,m_622
s_391537,c_6,121.448578,31.630018,61,m_979
s_391549,c_47,121.955263,39.588321,62,m_4543
s_391624,c_30,116.941782,40.496433,46,m_4828
s_391749,c_6,121.365076,32.314168,61,m_4422
s_391765,c_42,121.007065,32.323194,42,m_5825
s_391787,c_38,113.819141,34.951295,26,m_2270
s_391858,c_38,122.139829,39.819867,47,m_3916
s_391909,c_9,109.093343,34.39645,63,m_2467
s_391913,c_50,121.449802,31.63011,67,m_979
s_391914,c_50,119.630265,26.744962,70,m_5076
s_392043,c_29,114.832577,31.235261,47,m_4094
s_392099,c_27,121.007655,32.322871,45,m_5825
s_392139,c_25,112.48946,41.791634,44,m_6167
s_392147,c_17,120.408339,33.337529,68,m_3445
s_392164,c_34,121.006828,32.323142,42,m_5825
s_392232,c_13,121.112453,31.974564,60,m_5767
s_392307,c_55,121.954327,39.588587,62,m_4543
s_392349,c_24,120.554445,30.852447,64,m_4406
s_392423,c_50,111.341081,31.216625,62,m_5352
s_392461,c_38,120.630389,34.098792,32,m_3501
s_392473,c_13,119.630675,26.745335,67,m_5076
s_392514,c_38,109.093421,34.396464,42,m_2467
s_392554,c_34,118.900698,25.432787,36,m_4548
s_392555,c_26,121.007766,32.32284,47,m_5825
s_392580,c_53,122.346736,31.833514,64,m_690
s_392638,c_34,118.730943,32.450011,32,m_822
s_392651,c_51,121.007014,32.323093,61,m_5825
s_392702,c_38,118.728498,32.451837,44,m_822
s_392725,c_43,120.352302,32.351292,57,m_4923
s_392768,c_13,121.006824,32.323187,62,m_5825
s_392808,c_59,116.089669,39.210004,50,m_968
s_392815,c_53,122.180901,32.182132,64,m_2415
s_393056,c_50,109.093421,34.396464,42,m_2467
s_393086,c_59,117.453416,39.587914,50,m_623
s_393124,c_27,122.595007,31.582119,48,m_3839
s_393233,c_34,121.007001,32.322977,30,m_5825
s_393316,c_53,122.255987,31.351338,61,m_3005
s_393529,c_24,121.008021,32.322627,55,m_5825
s_393555,c_13,114.639447,35.551854,80,m_3054
s_393574,c_50,104.815241,30.963702,57,m_1920
s_393659,c_15,121.730277,32.603591,50,m_4759
s_394115,c_34,115.300173,37.576267,42,m_5529
s_394181,c_25,112.490606,41.792807,44,m_6167
s_394261,c_38,118.047787,31.893758,30,m_615
s_394275,c_28,121.730053,32.602754,40,m_4759
s_394403,c_59,121.312202,31.918691,50,m_1375
s_394427,c_49,120.40686,30.536832,65,m_4341
s_394442,c_28,118.20459,24.783933,47,m_1089
s_394494,c_53,121.112209,31.974597,64,m_5767
s_394554,c_59,122.346528,31.8349,50,m_690
s_394573,c_28,118.728346,32.451277,40,m_822
s_394724,c_54,104.440488,31.363013,49,m_3019
s_394841,c_42,107.517414,29.738561,64,m_1021
s_395183,c_13,118.204876,24.783383,58,m_1089
s_395287,c_34,121.729669,32.602885,44,m_4759
s_395396,c_28,114.638444,35.234621,36,m_9054
s_395448,c_53,121.002797,30.907204,61,m_5892
s_395475,c_49,120.353125,32.350904,67,m_4923
s_395520,c_38,115.092819,38.931897,45,m_6337
s_395598,c_30,104.815083,30.965316,45,m_1920
s_395648,c_13,114.639433,35.551869,55,m_3054
s_395674,c_50,116.088627,28.77144,57,m_4572
s_395679,c_30,119.86485,26.659605,44,m_625
s_395692,c_28,114.640884,35.230595,36,m_9054
s_395816,c_47,121.729139,32.604215,62,m_4759
s_395922,c_26,121.007065,32.322457,44,m_5825
s_395972,c_28,114.640702,35.238551,36,m_9054
s_396021,c_28,121.007251,32.323297,39,m_5825
s_396035,c_28,120.40751,30.535968,35,m_4341
s_396134,c_15,122.255628,31.35141,70,m_3005
s_396358,c_28,114.643695,35.229092,43,m_9054
s_396402,c_1,118.191759,32.857682,60,m_5085
s_396421,c_11,120.927326,32.148696,62,m_4187
s_396464,c_34,107.517606,29.738537,34,m_1021
s_396481,c_5,114.830631,31.231653,67,m_4094
s_396564,c_38,121.963117,31.653024,43,m_1293
s_396707,c_28,121.007865,32.322797,41,m_5825
s_396753,c_10,120.745419,30.815097,55,m_1175
s_397356,c_49,119.042991,25.207903,60,m_3871
s_397515,c_25,114.830824,31.234011,44,m_4094
s_397551,c_6,118.047838,31.892086,64,m_615
s_397569,c_2,114.436371,23.560873,64,m_4459
s_397631,c_28,121.008134,32.32278,47,m_5825
s_397986,c_49,117.813247,39.619995,57,m_2123
s_398021,c_46,121.731152,32.603088,56,m_4759
s_398028,c_13,114.642046,35.23974,58,m_9054
s_398343,c_49,113.781573,23.33923,60,m_7374
s_398375,c_27,122.346736,31.833514,49,m_690
s_398423,c_49,121.730339,32.60439,60,m_4759
s_398450,c_38,121.007465,32.323165,44,m_5825
s_398456,c_49,117.914247,39.589606,64,m_2878
s_398482,c_3,114.474073,31.080849,57,m_1377
s_398661,c_26,121.955107,39.586981,40,m_4543
s_398738,c_49,104.440739,31.362379,60,m_3019
s_398762,c_49,114.639307,35.553246,60,m_3054
s_398887,c_50,106.962571,29.7983,62,m_2224
s_399115,c_50,104.415401,31.287139,54,m_3517
s_399125,c_28,114.474379,31.080281,39,m_1377
s_399130,c_36,114.832588,31.235333,50,m_4094
s_399156,c_38,121.312153,31.918957,47,m_1375
s_399263,c_1,118.205691,24.782585,61,m_1089
s_399267,c_24,120.808518,31.432057,61,m_3528
s_399330,c_28,121.005894,32.323082,60,m_5825
s_399439,c_14,121.007097,32.323046,49,m_5825
s_399448,c_50,115.448524,38.755545,52,m_4168
s_399584,c_3,115.088254,30.69086,56,m_3739
s_399586,c_28,114.831362,31.233887,39,m_4094
s_399688,c_2,109.093307,34.396725,65,m_2467
s_399764,c_24,119.630559,26.745502,62,m_5076
s_399860,c_34,119.125541,25.604834,44,m_4121
s_399996,c_28,121.729988,32.603367,40,m_4759
s_400051,c_56,109.092982,34.396411,52,m_2467
s_400141,c_38,115.300076,37.575983,39,m_5529
s_400259,c_26,121.006798,32.323081,56,m_5825
s_400393,c_48,119.865884,26.658855,44,m_625
s_400394,c_43,114.408983,30.977927,54,m_2009
s_400482,c_30,114.092551,23.927763,36,m_2907
s_400559,c_15,120.494521,36.454624,61,m_2333
s_400605,c_59,117.362981,40.638261,53,m_4079
s_400617,c_13,119.874673,32.75297,58,m_7973
s_400620,c_49,121.007065,32.323065,63,m_5825
s_400690,c_49,121.954985,39.588998,62,m_4543
s_400711,c_51,114.831683,31.234641,67,m_4094
s_400713,c_1,118.73082,32.450238,56,m_822
s_400714,c_50,118.204329,24.784581,57,m_1089
s_400794,c_38,119.042462,25.207281,30,m_3871
s_400834,c_30,113.790248,23.833691,36,m_1831
s_400935,c_30,114.330968,23.306199,36,m_3313
s_400991,c_49,121.006693,32.322402,56,m_5825
s_401037,c_53,120.926229,32.149382,65,m_4187
s_401069,c_50,119.86519,26.659984,73,m_625
s_401101,c_14,114.408157,30.978924,55,m_2009
s_401106,c_49,111.341667,31.216497,55,m_5352
s_401150,c_23,104.812038,30.965648,79,m_1920
s_401160,c_5,121.731218,32.603189,59,m_4759
s_401197,c_33,118.899377,25.432673,39,m_4548
s_401337,c_5,117.701526,35.131914,59,m_3425
s_401379,c_49,121.365906,32.317429,60,m_4422
s_401405,c_50,117.839344,25.333568,64,m_5154
s_401499,c_50,119.125154,25.604106,72,m_4121
s_401573,c_19,121.449052,31.629525,60,m_979
s_401630,c_14,120.354152,32.350491,43,m_4923
s_401635,c_34,115.299512,37.576616,39,m_5529
s_401697,c_28,120.744288,30.814449,60,m_1175
s_401807,c_38,115.19429,38.540767,47,m_3112
s_401820,c_30,120.927057,32.149302,49,m_4187
s_401935,c_6,120.493917,36.454785,61,m_2333
s_401991,c_53,109.093872,34.396344,58,m_2467
s_402032,c_13,117.451653,39.588435,64,m_623
s_402220,c_26,122.14066,39.818829,47,m_3916
s_402225,c_13,120.695311,31.954715,59,m_622
s_402248,c_28,123.801593,42.367164,41,m_1085
s_402417,c_26,121.955353,39.589128,40,m_4543
s_402684,c_13,119.630835,26.744704,61,m_5076
s_402826,c_49,120.694442,31.95339,64,m_622
s_402929,c_53,122.182173,32.182074,62,m_2415
s_402935,c_38,119.043148,25.20717,54,m_3871
s_402997,c_38,119.629763,26.745126,54,m_5076
s_403003,c_47,114.472618,31.080311,63,m_1377
s_403224,c_15,121.449584,31.630648,60,m_979
s_403414,c_1,114.641489,35.230438,64,m_9054
s_403543,c_26,120.495521,36.454169,55,m_2333
s_403680,c_6,121.134095,31.19698,57,m_6587
s_403766,c_27,121.007266,32.322989,50,m_5825
s_403844,c_43,119.629347,26.745424,60,m_5076
s_403990,c_27,104.441656,31.362633,50,m_3019
s_404043,c_13,119.866164,26.660682,63,m_625
s_404178,c_53,113.563573,23.158412,50,m_909
s_404232,c_27,114.474015,31.081991,50,m_1377
s_404262,c_25,120.407401,30.536009,40,m_4341
s_404309,c_43,122.177413,38.427116,60,m_8379
s_404395,c_28,121.449718,31.630177,49,m_979
s_404421,c_56,122.17815,38.427354,56,m_8379
s_404488,c_34,120.807222,31.431123,34,m_3528
s_404514,c_34,119.866357,26.660672,38,m_625
s_404516,c_62,114.474073,31.080849,55,m_1377
s_404530,c_34,119.630208,26.745059,38,m_5076
s_404558,c_53,120.695535,31.95486,65,m_622
s_404591,c_53,121.110833,31.974583,62,m_5767
s_404621,c_47,122.255628,31.35141,67,m_3005
s_404628,c_53,121.36569,32.317483,61,m_4422
s_404715,c_47,121.003257,30.90729,67,m_5892
s_404736,c_25,118.72879,32.451241,41,m_822
s_404765,c_15,122.310876,32.08843,69,m_1409
s_404775,c_38,120.553025,30.852072,50,m_4406
s_404849,c_54,118.728207,32.451899,58,m_822
s_404873,c_38,119.628689,26.746629,40,m_5076
s_404908,c_15,113.185129,38.377348,69,m_5810
s_404919,c_13,114.474608,31.080622,58,m_1377
s_404945,c_49,121.449028,31.630737,50,m_979
s_404977,c_53,116.862045,40.325496,65,m_7168
s_404995,c_33,114.00214,34.888979,50,m_2267
s_405002,c_28,115.193796,38.541081,40,m_3112
s_405021,c_11,122.346126,31.834848,55,m_690
s_405224,c_30,113.564824,23.158436,47,m_909
s_405393,c_46,119.628225,26.745852,44,m_5076
s_405408,c_49,119.327425,32.644389,62,m_2182
s_405416,c_49,121.730349,32.603228,61,m_4759
s_405447,c_50,121.954976,39.589018,58,m_4543
s_405559,c_49,121.954326,39.58859,55,m_4543
s_405650,c_49,121.3261,31.776635,63,m_4011
s_405969,c_50,104.815534,30.963472,76,m_1920
s_405983,c_49,122.594475,31.582213,60,m_3839
s_406177,c_59,121.006535,32.323032,53,m_5825
s_406205,c_29,122.594902,31.58219,54,m_3839
s_406253,c_28,120.92714,32.149294,40,m_4187
s_406333,c_30,119.043351,25.208138,50,m_3871
s_406665,c_49,117.814831,39.616986,59,m_2123
s_406716,c_49,119.044122,25.205433,60,m_3871
s_406851,c_49,117.914232,39.58964,59,m_2878
s_406855,c_40,114.408923,30.978321,57,m_2009
s_406879,c_50,116.4439,29.228476,62,m_8093
s_407028,c_38,115.09193,38.930956,50,m_6337
s_407031,c_15,104.815472,30.963244,60,m_1920
s_407043,c_51,122.346776,31.833824,62,m_690
s_407076,c_30,115.445873,38.755405,40,m_4168
s_407125,c_49,117.450899,39.588822,66,m_623
s_407151,c_48,118.898754,25.432686,59,m_4548
s_407156,c_47,119.630582,26.745481,73,m_5076
s_407236,c_2,122.178099,38.427761,62,m_8379
s_407306,c_25,118.204403,24.78449,55,m_1089
s_407375,c_13,119.1245,25.605262,67,m_4121
s_407606,c_53,120.630348,34.098888,53,m_3501
s_407619,c_49,121.364309,32.317279,67,m_4422
s_407780,c_1,119.125207,25.604038,45,m_4121
s_407794,c_30,118.90077,25.432203,40,m_4548
s_407816,c_5,120.630201,34.099052,57,m_3501
s_407823,c_13,120.612233,34.055199,59,m_4515
s_408033,c_30,121.000524,30.908425,44,m_5892
s_408034,c_28,120.808196,31.432309,34,m_3528
s_408076,c_24,117.839344,25.333568,50,m_5154
s_408205,c_6,120.352655,32.350839,60,m_4923
s_408237,c_38,116.088131,28.772124,48,m_4572
s_408414,c_49,115.447604,38.755778,54,m_4168
s_408417,c_34,118.238972,32.240717,36,m_9068
s_408448,c_49,117.913358,39.590307,54,m_2878
s_408470,c_38,121.494123,32.081628,41,m_2715
s_408510,c_29,118.236571,32.240641,42,m_9068
s_408566,c_28,120.611609,34.056391,46,m_4515
s_408606,c_38,120.630302,34.098913,45,m_3501
s_408716,c_30,113.564053,23.158074,52,m_909
s_408746,c_33,120.352278,32.351008,42,m_4923
s_408779,c_28,119.19435,32.424539,42,m_4033
s_409119,c_49,121.963267,31.653231,65,m_1293
s_409191,c_47,114.515253,30.911315,57,m_1790
s_409468,c_34,121.005957,32.322992,40,m_5825
s_409480,c_33,120.608666,34.058747,59,m_4515
s_409538,c_28,120.630144,34.099619,46,m_3501
s_409612,c_1,120.630566,34.09859,61,m_3501
s_409638,c_9,109.093005,34.396411,55,m_2467
s_409888,c_38,122.179661,32.18218,54,m_2415
s_409937,c_28,109.093421,34.396464,50,m_2467
s_410030,c_13,121.112617,31.974704,62,m_5767
s_410077,c_50,121.448327,31.630051,56,m_979
s_410080,c_2,118.192245,32.857084,53,m_5085
s_410102,c_11,120.613252,34.054601,61,m_4515
s_410136,c_34,120.611655,34.055884,40,m_4515
s_410201,c_26,122.179795,32.181933,51,m_2415
s_410433,c_13,120.613142,34.054668,58,m_4515
s_410467,c_10,121.007495,32.323515,57,m_5825
s_410500,c_28,121.450069,31.629372,40,m_979
s_410668,c_29,118.191976,32.857694,50,m_5085
s_410705,c_25,115.088706,30.689905,40,m_3739
s_410709,c_10,121.955709,39.587764,47,m_4543
s_410718,c_29,123.80043,42.36724,44,m_1085
s_410720,c_29,121.006748,32.323887,45,m_5825
s_410750,c_29,117.450662,39.588881,46,m_623
s_410754,c_29,114.831384,31.233892,47,m_4094
s_410773,c_29,119.630061,26.745204,44,m_5076
s_410784,c_29,121.955759,39.587836,45,m_4543
s_410892,c_29,113.819891,34.948559,46,m_2270
s_410975,c_50,113.563787,23.158385,62,m_909
s_410981,c_29,114.514737,30.910333,42,m_1790
s_411036,c_29,109.290744,35.18209,49,m_2058
s_411043,c_29,114.641474,35.239323,46,m_9054
s_411087,c_10,122.309401,32.0882,51,m_1409
s_411093,c_29,112.32554,32.68771,44,m_3832
s_411101,c_29,116.090517,28.773289,44,m_4572
s_411105,c_29,119.042916,25.206889,43,m_3871
s_411198,c_29,119.865962,26.658782,40,m_625
s_411247,c_29,114.408557,30.978294,45,m_2009
s_411514,c_19,115.092572,38.932246,61,m_6337
s_411562,c_10,122.180326,32.182016,52,m_2415
s_411668,c_29,111.338946,31.217722,44,m_5352
s_411705,c_59,121.111753,31.974765,47,m_5767
s_411717,c_14,121.313268,31.919037,42,m_1375
s_411741,c_29,112.488834,41.791192,48,m_6167
s_411767,c_29,115.1941,38.540767,45,m_3112
s_411809,c_29,106.963356,29.796504,43,m_2224
s_411824,c_22,120.630444,34.098659,57,m_3501
s_411845,c_29,116.942031,40.495314,48,m_4828
s_411850,c_29,118.04863,31.893827,48,m_615
s_412057,c_29,114.435888,23.559985,41,m_4459
s_412114,c_29,120.495401,36.454361,50,m_2333
s_412164,c_29,117.837663,25.3327,44,m_5154
s_412203,c_29,104.815297,30.963468,44,m_1920
s_412225,c_13,118.236325,32.239495,56,m_9068
s_412272,c_26,121.007488,32.322898,47,m_5825
s_412358,c_47,119.865632,26.660695,65,m_625
s_412391,c_29,122.139863,39.818918,46,m_3916
s_412444,c_28,113.81904,34.950511,44,m_2270
s_412490,c_30,119.125436,25.603676,42,m_4121
s_412507,c_2,118.191638,32.856828,59,m_5085
s_412569,c_49,120.744842,30.815176,64,m_1175
s_412652,c_43,114.832547,31.235246,61,m_4094
s_412825,c_47,121.134581,31.197364,60,m_6587
s_412876,c_24,115.087863,30.690645,61,m_3739
s_412979,c_29,114.638576,35.234392,44,m_9054
s_412982,c_53,119.864771,26.659158,65,m_625
s_413047,c_30,117.814958,39.617846,42,m_2123
s_413128,c_42,115.088087,30.690738,62,m_3739
s_413360,c_15,111.339793,31.217479,54,m_5352
s_413468,c_24,114.639433,35.551869,60,m_3054
s_413580,c_18,114.473199,31.08013,63,m_1377
s_413695,c_10,123.800569,42.366953,52,m_1085
s_413723,c_48,118.048205,31.892931,60,m_615
s_413732,c_47,120.355409,32.351855,76,m_4923
s_413801,c_23,114.638834,35.234894,54,m_9054
s_413878,c_28,121.449834,31.630023,40,m_979
s_414011,c_1,116.443672,29.228805,60,m_8093
s_414016,c_50,122.182114,32.181978,70,m_2415
s_414148,c_29,122.255607,31.351408,46,m_3005
s_414211,c_24,118.900026,25.432545,60,m_4548
s_414315,c_14,114.51711,30.91254,53,m_1790
s_414335,c_1,114.331634,23.304979,61,m_3313
s_414483,c_3,115.089871,30.691637,47,m_3739
s_414488,c_50,119.62849,26.746317,59,m_5076
s_414542,c_28,121.729997,32.602765,40,m_4759
s_414544,c_24,120.613892,34.055147,61,m_4515
s_414552,c_26,119.044402,25.206751,42,m_3871
s_414640,c_29,121.96166,31.651076,60,m_1293
s_414697,c_47,117.701659,35.131805,56,m_3425
s_414948,c_38,114.639775,35.553105,48,m_3054
s_415025,c_15,121.193676,31.800932,62,m_7601
s_415039,c_13,118.048811,31.893181,66,m_615
s_415053,c_13,118.191209,32.856794,61,m_5085
s_415178,c_13,121.95518,39.58727,56,m_4543
s_415302,c_24,114.000411,34.890215,57,m_2267
s_415347,c_25,120.612017,34.054897,44,m_4515
s_415407,c_15,120.807937,31.431433,62,m_3528
s_415527,c_38,119.630402,26.744964,34,m_5076
s_415641,c_3,111.338929,31.217405,67,m_5352
s_415657,c_38,114.514781,30.910829,42,m_1790
s_415783,c_38,123.799355,42.366676,38,m_1085
s_415972,c_50,122.141377,39.81937,54,m_3916
s_415999,c_1,121.963332,31.653318,70,m_1293
s_416057,c_13,115.447221,38.755563,54,m_4168
s_416125,c_6,121.963547,31.65353,67,m_1293
s_416143,c_24,116.089507,28.773002,63,m_4572
s_416270,c_50,119.628171,26.745805,53,m_5076
s_416272,c_11,121.192348,31.798904,55,m_7601
s_416299,c_24,122.347998,31.835383,64,m_690
s_416342,c_15,121.448533,31.629942,61,m_979
s_416351,c_136,120.555999,30.851022,44,m_4406
s_416400,c_25,117.701446,35.132721,44,m_3425
s_416611,c_53,114.332362,23.305747,54,m_3313
s_416916,c_48,120.695353,31.954769,60,m_622
s_416994,c_22,113.184949,38.376943,56,m_5810
s_417191,c_28,120.629699,34.099581,36,m_3501
s_417276,c_50,109.291452,35.181863,66,m_2058
s_417305,c_29,120.744765,30.81591,49,m_1175
s_417337,c_26,118.192357,32.857627,44,m_5085
s_417391,c_50,115.088403,30.690501,60,m_3739
s_417396,c_47,122.309671,32.088408,63,m_1409
s_417440,c_53,113.790203,23.833309,64,m_1831
s_417478,c_26,122.308472,32.088352,43,m_1409
s_417479,c_53,114.437216,23.559418,57,m_4459
s_417504,c_28,114.001292,34.888891,60,m_2267
s_417540,c_51,120.926879,32.14918,65,m_4187
s_417547,c_38,122.140665,39.81913,54,m_3916
s_417574,c_25,121.002376,30.907201,53,m_5892
s_417793,c_38,121.730224,32.603463,40,m_4759
s_417837,c_53,121.365304,32.31704,63,m_4422
s_417904,c_1,119.044476,25.20577,54,m_3871
s_417968,c_34,121.193285,31.800442,36,m_7601
s_417999,c_33,114.331744,23.305246,40,m_3313
s_418071,c_24,119.125084,25.603992,61,m_4121
s_419243,c_3,114.408625,30.977955,56,m_2009
s_419610,c_3,114.832209,31.234423,58,m_4094
s_419617,c_50,114.331166,23.305952,54,m_3313
s_419770,c_10,120.694401,31.953225,57,m_622
s_419905,c_26,119.002086,31.68728,40,m_6803
s_420230,c_5,120.807434,31.432052,59,m_3528
s_420285,c_10,120.33166,32.330251,57,m_626
s_420286,c_34,119.00256,31.687269,34,m_6803
s_420512,c_10,121.111722,31.974629,57,m_5767
s_420522,c_49,107.517194,29.737845,54,m_1021
s_420549,c_10,121.313001,31.916358,57,m_1375
s_420551,c_38,117.914557,39.588966,54,m_2878
s_420769,c_3,111.341671,31.216815,52,m_5352
s_420782,c_50,120.493421,36.456244,55,m_2333
s_420910,c_28,120.494094,36.454099,32,m_2333
s_420923,c_38,120.63063,34.098426,50,m_3501
s_421054,c_13,118.727278,32.451388,64,m_822
s_421099,c_34,119.124325,25.603217,42,m_4121
s_421187,c_34,119.124587,25.605193,42,m_4121
s_421281,c_1,114.642261,35.239983,64,m_9054
s_421291,c_56,109.092639,34.396447,59,m_2467
s_421566,c_15,112.325556,32.685996,58,m_3832
s_421579,c_28,120.55564,30.851916,40,m_4406
s_421640,c_29,114.638788,35.553295,57,m_3054
s_421932,c_30,112.325536,32.686798,46,m_3832
s_422013,c_38,120.611994,34.056499,49,m_4515
s_422119,c_27,117.701038,35.131882,36,m_3425
s_422177,c_55,121.006748,32.323887,61,m_5825
s_422330,c_50,114.639393,35.552185,80,m_3054
s_422335,c_13,119.627823,26.746209,57,m_5076
s_422361,c_13,121.730273,32.602892,59,m_4759
s_422407,c_6,121.365471,32.316524,52,m_4422
s_422448,c_24,122.180824,32.181654,64,m_2415
s_422569,c_28,111.340187,31.217261,32,m_5352
s_422648,c_28,119.873842,32.754255,57,m_7973
s_422741,c_6,120.408256,30.536304,61,m_4341
s_422780,c_50,122.273558,37.980546,61,m_1950
s_422813,c_12,120.405914,30.535322,57,m_4341
s_422910,c_26,121.963454,31.653611,52,m_1293
s_422917,c_34,122.004362,31.5173,40,m_4495
s_423063,c_22,120.927028,32.149241,57,m_4187
s_423110,c_18,121.963949,31.653596,70,m_1293
s_423163,c_24,115.299349,37.576322,55,m_5529
s_423219,c_26,122.180574,32.182487,52,m_2415
s_423300,c_18,122.180808,32.181848,70,m_2415
s_423367,c_50,109.093413,34.396418,55,m_2467
s_423374,c_50,114.832243,31.234418,62,m_4094
s_423417,c_18,122.347445,31.834876,70,m_690
s_423519,c_30,120.745814,30.815851,39,m_1175
s_423613,c_18,122.595675,31.581628,70,m_3839
s_423691,c_28,120.629818,34.09944,38,m_3501
s_423723,c_50,119.866041,26.660695,62,m_625
s_423753,c_36,114.639057,35.552607,44,m_3054
s_423833,c_53,113.819465,34.951338,57,m_2270
s_424244,c_26,119.326397,32.645127,40,m_2182
s_424270,c_27,122.272187,37.980756,50,m_1950
s_424358,c_13,116.088597,28.772655,55,m_4572
s_424372,c_53,114.641,35.230901,59,m_9054
s_424468,c_34,122.004275,31.517511,34,m_4495
s_424540,c_6,122.002523,31.517311,54,m_4495
s_424678,c_24,120.611609,34.056391,61,m_4515
s_424875,c_13,119.87418,32.754013,47,m_7973
s_425089,c_29,113.184548,38.377176,56,m_5810
s_425128,c_50,122.346026,31.833803,64,m_690
s_425145,c_30,104.814747,30.962211,54,m_1920
s_425183,c_27,119.865783,26.659229,50,m_625
s_425257,c_38,118.203756,24.782138,36,m_1089
s_425455,c_24,121.730458,32.602274,62,m_4759
s_425580,c_47,121.955652,39.588096,62,m_4543
s_425619,c_13,106.962944,29.796935,57,m_2224
s_425817,c_36,121.730686,32.603223,50,m_4759
s_425960,c_43,121.955246,39.589188,63,m_4543
s_425977,c_18,113.789705,23.832812,70,m_1831
s_426105,c_12,121.955647,39.587258,57,m_4543
s_426141,c_27,113.789556,23.832235,47,m_1831
s_426185,c_11,114.436631,23.559819,53,m_4459
s_426191,c_15,115.089638,30.691028,61,m_3739
s_426248,c_28,117.270608,34.856479,44,m_7994
s_426360,c_13,114.002085,34.889668,63,m_2267
s_426371,c_18,120.928083,32.147545,70,m_4187
s_426386,c_34,114.830905,31.23386,32,m_4094
s_426387,c_25,121.448802,31.62977,36,m_979
s_426639,c_38,117.914206,39.589653,45,m_2878
s_426667,c_38,121.11238,31.974331,47,m_5767
s_426957,c_27,106.964069,29.794146,38,m_2224
s_426970,c_48,119.044418,25.206419,60,m_3871
s_427441,c_41,117.361133,40.63815,62,m_4079
s_427603,c_26,122.255834,31.350888,47,m_3005
s_427720,c_11,120.408235,30.53525,44,m_4341
